code,name
iss231r,Introduction to Social Policy Processes
iss240r,Art and Society
iss250a,Social Statistics
iss250b,Social Statistics
iss250r,Social Statistics
iss251r,Social Research
iss311r,Public Policy and Native Peoples in Canada
iss312r,Homelessness & Public Policy
iss331r,"Social Inequality, Social Justice, and Public Policy"
iss350d,Adult Life Crises and Events
iss350e,Family Law and Public Policy
iss350g,The Evolution of Family Law in Canadian Society
iss350h,Values and the Contemporary Family
iss351r,Qualitative Research in Social Development Studies
iss355r,Resilience and Social Support
iss370r,International Learning Experience
iss375r,Studies in Interdisciplinary Social Science
iss398r,Independent Study
iss399r,Independent Study
iss400r,Comparative Social Policy
iss415r,Gender Relations within Educational Institutions
iss420r,Critical Encounter with Human Nature
iss425r,Educational Equity in Canada
iss440r,Optimal Living
iss450r,Honours Seminar in Special Topics
iss490r,Special Studies
iss495r,Research Apprenticeship
iss496r,Applied Apprenticeship in Social Development Studies
iss499a,Senior Honours Essay
iss499b,Senior Honours Essay
ital101,Introduction to Italian Language 1
ital102,Introduction to Italian Language 2
ital155,Intensive Introductory Italian Language
ital201,Intermediate Italian 1
ital202,Intermediate Italian 2
ital251,Issues in Contemporary Italian Society
ital255,Italian for Business and Technology
ital311,Medieval Italian Literature
ital312,Renaissance Italian Literature
ital370,Women Writers of the Italian Renaissance
ital391,The Italian Novel and Cinema
ital392,Modern Italian Poetry and Theatre
ital394,Italian Studies in Italy
ital396,Special Topics/Directed Readings
ital397,Special Topics/Directed Readings
italst100,Understanding Modern Italy
italst111,"Sex, Marriage, and Family Traditions in Italy"
italst112,Sexual Identities and Relationships in Italy
italst120,Italian Cinema
italst242,The Emergence of Black Italy
italst260,Great Works in Italian Literature
italst261,Italian Innovators: Italy by Design
italst263,"Contagion, Disease, and Illness in Italian Literature and Film"
italst265,The Mafia
italst270,Modern Italy
italst271,Italian Canadian Experience
italst281,Italian Cinema and the Novel
italst291,Italian Culture and Civilization 1
italst292,Italian Culture and Civilization 2
italst296,Special Topics in Contemporary Italian Society
italst311,Medieval Italian Literature
italst312,Renaissance Italian Literature
italst349,The Mystical Imagination
italst360,Dante's Divine Comedy
italst370,Women Writers of the Italian Renaissance
italst391,The Italian Novel and Cinema
italst392,Modern Italian Poetry and Theatre
italst394,Italian Studies in Italy
italst396,Special Topics/Directed Readings
italst397,Special Topics/Directed Readings
japan101r,First-Year Japanese 1
japan102r,First-Year Japanese 2
japan111r,Japanese for Business 1
japan112r,Japanese for Business 2
japan201r,Second-Year Japanese 1
japan202r,Second-Year Japanese 2
japan272r,Japanese Culture and Society
japan301r,Third-Year Japanese 1
japan302r,Third-Year Japanese 2
japan391r,Special Topics
js105a,Classical Hebrew 1
js105b,Classical Hebrew 2
js114,Jews and Jewishness
js120,Relationships in the Bible (Old Testament)
js125,Great Texts in the Jewish Tradition
js130,Power and Corruption in the Bible (Old Testament)
js131,Big Ideas of the Bible
js150,The Quest for Meaning in Modern Judaism
js203,Jewish Responses to the Holocaust
js205,The Hebrew Prophets
js209,Jews and Jewishness
js210,Jewish Philosophy
js211,Kabbalah: Jewish Mysticism
js212,Great Jewish Books
js215,Visions of Israel in Judaism: From Biblical to Modern Times
js217,Judaism
js218,"Seduction, Rivalry, and Dysfunction in the Bible"
js228,Big Ideas of the Bible
js231,Antisemitism
js233,The Holocaust and Film
js234,Power and Corruption in the Bible
js235,Jesus: Life and Legacy
js236,Paul: Life and Letters
js237,Insiders and Outsiders in the Bible
js250,Special Topics
js301,Canada and the Holocaust
js306a,Intermediate Classical Hebrew
js306b,Ancient Semitic Texts and Inscriptions
js310,Jews in the New World
js313,Moses Maimonides: Life and Thought
js314,Secret Teachings and Mysticism in Judaism
js338,Seeking Wisdom in the Bible
js339,The Bible (Old Testament) and Archaeology
js341,Jewish Contributions to Political Thought
js350,Special Topics in Jewish Studies
js364,Jewish Humour: Laughing Your Way Through History
js450,Special Topics in Jewish Studies
kin1,Discussion of Behavioural Issues
kin10,Ergonomics Option Seminar
kin100,Regional Human Anatomy
kin100l,Regional Human Anatomy Laboratory
kin101,Biophysical Evaluation Lab
kin104,Fundamentals of Kinesiology
kin104l,Fundamentals of Kinesiology Laboratory
kin105,Cardiovascular and Respiratory Responses to Exercise
kin107,"Sociology of Activity, Health, and Well-being"
kin121,Biomechanics of Human Movement
kin121l,Biomechanics of Human Movement Laboratory
kin140l,Sports Injury Management Laboratory
kin146,Introduction to Human Nutrition
kin155,Introduction to Neuroscience for Kinesiology
kin160,Ergonomics in Industry
kin202,Exercise Physiology and Metabolism
kin202l,Exercise Physiology and Metabolism Laboratory
kin204,Movement Assessment and Exercise Prescription
kin204l,Movement Assessment and Exercise Prescription Laboratory
kin205,Muscle Physiology in Exercise and Work
kin210,"Development, Aging and Health"
kin217,Human Biochemistry
kin221,Advanced Biomechanics of Human Movement
kin221l,Advanced Biomechanics of Human Movement Laboratory
kin222,Statistical Techniques Applied to Kinesiology
kin232,Research Design and Statistics
kin242,Introduction to Movement Disorders
kin250,Sociology of Physical Activity
kin255,Fundamentals of Neuroscience
kin255l,Fundamentals of Neuroscience Laboratory
kin301,Human Anatomy of the Central Nervous System
kin305,"Human Anatomy of the Thorax, Abdomen, and Pelvis"
kin307,Methods in Biochemical and Physiological Research
kin308,Cardiovascular and Pulmonary Physiology
kin310,"Development, Aging, and Health"
kin312,Introduction to Neurological Disorders
kin314,Clinical Exercise Physiology
kin320,Task Analysis
kin326,Forensic Biomechanics
kin327,Trauma Biomechanics
kin330,Research Design
kin332,Research Design and Statistics in Kinesiology
kin340,Musculoskeletal Injuries in Sport and Activity
kin341,Selected Topics in Sport and Work Injuries
kin342,Nutrition and Aging
kin343,Micronutrient Metabolism
kin346,Human Nutrition and Metabolism
kin348,Social Psychology of Health Behaviour
kin349,Health Behaviour Change
kin351,Therapeutic Rehabilitation of Orthopedic Injuries
kin352,Sociology of Aging
kin354,Psychology of Physical Activity
kin356,Sensory Systems Neuroscience
kin357,Motor Learning and Neuroplasticity
kin359,"Cognition, Cognitive Dysfunction, and Movement"
kin360,Concussion
kin372,International Exchange
kin390,Clinical Field Placement
kin391,Research Apprenticeship
kin397,Strength and Conditioning Program Design for Athletes
kin400,Athletic Injury Practicum
kin402,Environmental Physiology
kin403,Occupational Physiology
kin404,Physiology of Obesity and Type 2 Diabetes
kin405,Exercise Management
kin406,Physiology of Muscle Aging and Disease
kin407,Cardiovascular Pathophysiology
kin408,Cardiovascular Physiology and Pathophysiology
kin414,Clinical Exercise Physiology
kin415,Clinical Neurophysiology
kin416,Neuromuscular Integration
kin418,Physical Activity and Aging
kin420,Occupational Biomechanics
kin422,"Human Posture, Balance and Gait"
kin425,Biomechanical Modelling
kin427,Low Back Disorders
kin428,Upper Extremity Disorders
kin429,Bone and Joint Health
kin431,Research Proposal
kin432,Research Project
kin433,Senior Essay
kin440,Sport Injury Management Seminar
kin446,Physiological and Biochemical Aspects of Nutrition and Health
kin451,Social Aspects of Injury in Work and Sport
kin452,Sport in Society
kin453,Applied Sport Psychology
kin455,Brain and Behavioural Development
kin456,Cognitive Dysfunction and Motor Skill
kin457,"Cognitive, Perceptual and Motor Assessment"
kin458,Social Neuroscience 2: Lifestyle and Chronic Illness
kin459,"Cognitive, Emotional and Motor Assessment"
kin464,Psychology of Injury and Rehabilitation
kin470,Seminar in Kinesiology
kin470e,Seminar in Integrative Ergonomics
kin471,Contemporary Issues in Kinesiology
kin472,Directed Study in Special Topics
kin491,Clinical Kinesiology - Sports Injuries Assessment
kin492,Exercise Management for Chronic Conditions
kin492a,Clinical Kinesiology -- Cardiac Rehabilitation Practicum
kin492b,Clinical Kinesiology -- Cardiac Rehabilitation Practicum
kin493,Clinical Kinesiology: Movement Assessment Practicum
kin494,Integrative Ergonomics Practicum
kin601,Skeletal Muscle Physiology: Structure & Function
kin602,Respiratory and Cardiovascular Physiology
kin603,Cardiac and Vascular Smooth Muscle Physiology
kin605,Nutrition and Exercise in Health and Performance
kin606,Molecular Basis of Disease
kin607,Integrative Energy Metabolism in Health and Disease
kin608,Introduction to Genetics for the Biosciences
kin609,Introduction to Genetics for Biosciences Lab
kin611,Biomechanics of Human Motion
kin612,Instrumentation and Signal Processing in Biophysical Research
kin613,"Modern Methods in Biomechanical Modeling, Kinematics, and Kinetics"
kin616,Neural Control of Human Movement
kin620,Ergonomic Aspects of Occupational Musculoskeletal Injuries
kin625,Social Neuroscience of Exercise and Eating
kin626,Clinical Mechanics in Musculoskeletal and Neurological Populations
kin627,"Low Back Disorders: Optimizing Prevention, Rehabilitation and Performance"
kin630,Research Design and Statistical Analysis
kin631a,Introduction to Statistics
kin631c,Correlation and Regression
kin631d,Logistic Regression and Its Application
kin631e,Analysis of Variance I
kin631f,Analysis of Variance II
kin631g,Biological Deterministic Modelling and Signal Processing
kin632,Clinical Epidemiology and Health Measurement
kin646,Physiological and Biochemical Aspects of Nutrition and Health
kin651,Motor Learning
kin652,Movement Control and Learning
kin653,Human Neuroscience Theory
kin654,Instrumentation in Neuroscience Research
